composer,title,npy_file_path,file_size,length_in_measures,sample_rate,use
Chopin,"19 Polish Songs, for Solo Voice and Piano accomplements, No.10","Dataset/classifier/Chopin/19 Polish Songs, for Solo Voice and Piano accomplements, No.10.npy",172,110,,
Chopin,Prelude n18 op28 ''Suicide'',Dataset/classifier/Chopin/Prelude n18 op28 ''Suicide''.npy,34,22,,v
Chopin,"19 Polish Songs, for Solo Voice and Piano accomplements, No.7","Dataset/classifier/Chopin/19 Polish Songs, for Solo Voice and Piano accomplements, No.7.npy",139,89,,
Chopin,Prelude n08 op28 ''Desparation'',Dataset/classifier/Chopin/Prelude n08 op28 ''Desparation''.npy,53,34,,t
Chopin,Scherzo n1 op20,Dataset/classifier/Chopin/Scherzo n1 op20.npy,976,625,,t
Chopin,2 Polonaises op26 n1,Dataset/classifier/Chopin/2 Polonaises op26 n1.npy,292,187,,t
Chopin,Prelude n15 op28 ''Raindrop'',Dataset/classifier/Chopin/Prelude n15 op28 ''Raindrop''.npy,140,90,,
Chopin,Piano Concerto n1 op11 1mov,Dataset/classifier/Chopin/Piano Concerto n1 op11 1mov.npy,1409,902,,
Chopin,Etude No.1,Dataset/classifier/Chopin/Etude No.1.npy,92,59,,
Chopin,Winter wind etude,Dataset/classifier/Chopin/Winter wind etude.npy,222,142,,t
Chopin,Nocturne op48 n1,Dataset/classifier/Chopin/Nocturne op48 n1.npy,122,78,,
Chopin,Prelude n09 op28 ''Vision'',Dataset/classifier/Chopin/Prelude n09 op28 ''Vision''.npy,18,12,,t
Chopin,Prelude n05 op28 ''Uncertainty'',Dataset/classifier/Chopin/Prelude n05 op28 ''Uncertainty''.npy,61,39,,
Chopin,Nocturne op15 n3,Dataset/classifier/Chopin/Nocturne op15 n3.npy,240,154,,t
Chopin,Piano Concerto n1 op11 3mov,Dataset/classifier/Chopin/Piano Concerto n1 op11 3mov.npy,1175,752,,
Chopin,Etude op25 n12 ''The Ocean'',Dataset/classifier/Chopin/Etude op25 n12 ''The Ocean''.npy,129,83,,t
Chopin,Fantasie Impromptu op66,Dataset/classifier/Chopin/Fantasie Impromptu op66.npy,215,138,,
Chopin,Etude op. 10-5 Black keys,Dataset/classifier/Chopin/Etude op. 10-5 Black keys.npy,132,85,,v
Chopin,Prelude n04 op28 ''Suffocation'',Dataset/classifier/Chopin/Prelude n04 op28 ''Suffocation''.npy,42,27,,
Chopin,Prelude n17 op28 ''Scene On the Place of Notre Dame,Dataset/classifier/Chopin/Prelude n17 op28 ''Scene On the Place of Notre Dame.npy,140,90,,
Chopin,"19 Polish Songs, for Solo Voice and Piano accomplements, No.5","Dataset/classifier/Chopin/19 Polish Songs, for Solo Voice and Piano accomplements, No.5.npy",43,28,,t
Chopin,Sonata op35 n2 ,Dataset/classifier/Chopin/Sonata op35 n2 .npy,512,328,,
Chopin,"19 Polish Songs, for Solo Voice and Piano accomplements, No.12","Dataset/classifier/Chopin/19 Polish Songs, for Solo Voice and Piano accomplements, No.12.npy",132,85,,v
Chopin,Etude op25 n08,Dataset/classifier/Chopin/Etude op25 n08.npy,57,37,,
Chopin,Prelude n22 op28 ''Impatience'',Dataset/classifier/Chopin/Prelude n22 op28 ''Impatience''.npy,67,43,,
Chopin,Nocturne op09 n3,Dataset/classifier/Chopin/Nocturne op09 n3.npy,254,163,,t
Chopin,Nocturne op48 n2,Dataset/classifier/Chopin/Nocturne op48 n2.npy,218,140,,
Chopin,"Scherzo No.2, Opus.31","Dataset/classifier/Chopin/Scherzo No.2, Opus.31.npy",386,247,,
Chopin,"19 Polish Songs, for Solo Voice and Piano accomplements, No.9","Dataset/classifier/Chopin/19 Polish Songs, for Solo Voice and Piano accomplements, No.9.npy",73,47,,t
Chopin,Mazurka op7 n2,Dataset/classifier/Chopin/Mazurka op7 n2.npy,189,121,,
Chopin,"Etude Op 25, No.1","Dataset/classifier/Chopin/Etude Op 25, No.1.npy",253,162,,
Chopin,Ballade No.2 in F Major,Dataset/classifier/Chopin/Ballade No.2 in F Major.npy,236,151,,
Clementi,clemm,Dataset/classifier/Clementi/clemm.npy,390,250,,
Clementi,Sonatina op37 n2 2mov,Dataset/classifier/Clementi/Sonatina op37 n2 2mov.npy,201,129,,
Clementi,sonatina op36 n4 3mov,Dataset/classifier/Clementi/sonatina op36 n4 3mov.npy,123,79,,
Clementi,Sonatina op36 n6,Dataset/classifier/Clementi/Sonatina op36 n6.npy,343,220,,
Clementi,Sonatina op37 n1 2mov,Dataset/classifier/Clementi/Sonatina op37 n1 2mov.npy,729,467,,
Clementi,Sonatina op38 n1 1mov,Dataset/classifier/Clementi/Sonatina op38 n1 1mov.npy,275,176,,
Clementi,Sonata n5 op25 2mov,Dataset/classifier/Clementi/Sonata n5 op25 2mov.npy,117,75,,
Clementi,Gradus ad Parnassum No.9,Dataset/classifier/Clementi/Gradus ad Parnassum No.9.npy,50,32,,
Clementi,sonatina op36 n4 1mov,Dataset/classifier/Clementi/sonatina op36 n4 1mov.npy,223,143,,
Clementi,sonatina op36 n2 2mov,Dataset/classifier/Clementi/sonatina op36 n2 2mov.npy,45,29,,
Clementi,"Sonatina Opus.38, No.1","Dataset/classifier/Clementi/Sonatina Opus.38, No.1.npy",439,281,,
Clementi,Piano Sonata in C Duet,Dataset/classifier/Clementi/Piano Sonata in C Duet.npy,439,281,,
Clementi,sonatina op36 n5 1mov,Dataset/classifier/Clementi/sonatina op36 n5 1mov.npy,265,170,,
Clementi,Sonata n5 op25 1mov,Dataset/classifier/Clementi/Sonata n5 op25 1mov.npy,276,177,,
Clementi,Etude No. 8 in F major,Dataset/classifier/Clementi/Etude No. 8 in F major.npy,62,40,,
Clementi,Sonatina op37 n2 1mov,Dataset/classifier/Clementi/Sonatina op37 n2 1mov.npy,214,137,,
Clementi,Studio Gradus Ad Parnassum n16,Dataset/classifier/Clementi/Studio Gradus Ad Parnassum n16.npy,86,55,,
Clementi,Etude No. 6 in D major,Dataset/classifier/Clementi/Etude No. 6 in D major.npy,82,53,,
Clementi,sonatina op36 n1 3mov,Dataset/classifier/Clementi/sonatina op36 n1 3mov.npy,109,70,,
Clementi,Sonata n5 op25 3mov,Dataset/classifier/Clementi/Sonata n5 op25 3mov.npy,236,151,,
Clementi,Sonatina op38 n1 2 mov,Dataset/classifier/Clementi/Sonatina op38 n1 2 mov.npy,156,100,,
Clementi,Etude n8,Dataset/classifier/Clementi/Etude n8.npy,62,40,,
Clementi,Sonatina op37 n3 1mov,Dataset/classifier/Clementi/Sonatina op37 n3 1mov.npy,362,232,,
Clementi,"Sonatina Opus.36, No.3","Dataset/classifier/Clementi/Sonatina Opus.36, No.3.npy",325,208,,
Clementi,clemm2,Dataset/classifier/Clementi/clemm2.npy,59,38,,
Clementi,sonatina op36 n1 1mov,Dataset/classifier/Clementi/sonatina op36 n1 1mov.npy,118,76,,
Clementi,sonatina op36 n6 1mov,Dataset/classifier/Clementi/sonatina op36 n6 1mov.npy,290,186,,
Clementi,"Sonatina Opus.38, No.2","Dataset/classifier/Clementi/Sonatina Opus.38, No.2.npy",639,409,,
Clementi,sonatina op36 n3 3mov,Dataset/classifier/Clementi/sonatina op36 n3 3mov.npy,129,83,,
Clementi,Gradus ad Parnassum No.2,Dataset/classifier/Clementi/Gradus ad Parnassum No.2.npy,73,47,,
Clementi,sonatina op36 n5 2mov,Dataset/classifier/Clementi/sonatina op36 n5 2mov.npy,131,84,,
Clementi,Studio Gradus Ad Parnassum n65,Dataset/classifier/Clementi/Studio Gradus Ad Parnassum n65.npy,34,22,,
Clementi,sonatina op36 n6 2mov,Dataset/classifier/Clementi/sonatina op36 n6 2mov.npy,143,92,,
Clementi,"Sonatina Opus.36, No.2","Dataset/classifier/Clementi/Sonatina Opus.36, No.2.npy",409,262,,
Clementi,sonatina op36 n2 3mov,Dataset/classifier/Clementi/sonatina op36 n2 3mov.npy,176,113,,
Clementi,Sonatina op37 n3 2mov,Dataset/classifier/Clementi/Sonatina op37 n3 2mov.npy,211,135,,
Clementi,Sonatina op38 n2 2mov,Dataset/classifier/Clementi/Sonatina op38 n2 2mov.npy,234,150,,
Clementi,"Deuttino Number No.1, Mov't 3, Allegro","Dataset/classifier/Clementi/Deuttino Number No.1, Mov't 3, Allegro.npy",209,134,,
Clementi,Sonatina op37 n1 1mov,Dataset/classifier/Clementi/Sonatina op37 n1 1mov.npy,115,74,,
Clementi,"Sonatina Opus.36, No.1","Dataset/classifier/Clementi/Sonatina Opus.36, No.1.npy",276,177,,
Clementi,sonatina op36 n5 3mov,Dataset/classifier/Clementi/sonatina op36 n5 3mov.npy,270,173,,
Clementi,sonatina op36 n3 2mov,Dataset/classifier/Clementi/sonatina op36 n3 2mov.npy,51,33,,
Clementi,Studio Gradus Ad Parnassum n26,Dataset/classifier/Clementi/Studio Gradus Ad Parnassum n26.npy,139,89,,
Clementi,clemm3,Dataset/classifier/Clementi/clemm3.npy,290,186,,
Clementi,Duettino in C n1 1mov,Dataset/classifier/Clementi/Duettino in C n1 1mov.npy,181,116,,
Clementi,Gradus ad Parnassum No.1,Dataset/classifier/Clementi/Gradus ad Parnassum No.1.npy,56,36,,
Clementi,sonatina op36 n2 1mov,Dataset/classifier/Clementi/sonatina op36 n2 1mov.npy,186,119,,
Clementi,sonatina op36 n3 1mov,Dataset/classifier/Clementi/sonatina op36 n3 1mov.npy,100,64,,
Clementi,Duettino in C No.1 - Allegro,Dataset/classifier/Clementi/Duettino in C No.1 - Allegro.npy,181,116,,
Clementi,"Sonatina Opus.36, No.1 for Harpsicord","Dataset/classifier/Clementi/Sonatina Opus.36, No.1 for Harpsicord.npy",64,41,,
Clementi,Studio Gradus Ad Parnassum n17,Dataset/classifier/Clementi/Studio Gradus Ad Parnassum n17.npy,76,49,,
Clementi,sonatina op36 n1 2mov,Dataset/classifier/Clementi/sonatina op36 n1 2mov.npy,40,26,,
Clementi,Sonatina op38 n2 1mov,Dataset/classifier/Clementi/Sonatina op38 n2 1mov.npy,397,254,,
Clementi,Duettino in C n1 3mov,Dataset/classifier/Clementi/Duettino in C n1 3mov.npy,209,134,,
Clementi,"Sonatina Opus.36, No.4","Dataset/classifier/Clementi/Sonatina Opus.36, No.4.npy",329,211,,
Clementi,"Sonatina Opus.36, No.6","Dataset/classifier/Clementi/Sonatina Opus.36, No.6.npy",343,220,,
Clementi,"Sonatina Opus.38, No.3","Dataset/classifier/Clementi/Sonatina Opus.38, No.3.npy",612,392,,
Clementi,sonatina op36 n4 2mov,Dataset/classifier/Clementi/sonatina op36 n4 2mov.npy,73,47,,
Clementi,Etude n6,Dataset/classifier/Clementi/Etude n6.npy,82,53,,
Clementi,"Sonatina Opus.36, No.5","Dataset/classifier/Clementi/Sonatina Opus.36, No.5.npy",587,376,,
Beethoven,Piano Concerto n3 op37 3mov,Dataset/classifier/Beethoven/Piano Concerto n3 op37 3mov.npy,772,494,,t
Beethoven,32 Variations on a theme,Dataset/classifier/Beethoven/32 Variations on a theme.npy,482,309,,
Beethoven,WoO052 Bagatella,Dataset/classifier/Beethoven/WoO052 Bagatella.npy,692,443,,
Beethoven,String Quartet n2 op18 n2 2mov,Dataset/classifier/Beethoven/String Quartet n2 op18 n2 2mov.npy,178,114,,
Beethoven,Overture ''Fidelio'' op72b,Dataset/classifier/Beethoven/Overture ''Fidelio'' op72b.npy,482,309,,t
Beethoven,Opus045 Three Grandes Marches,Dataset/classifier/Beethoven/Opus045 Three Grandes Marches.npy,825,528,,
Beethoven,Overture ''Leonore'' op138 n1,Dataset/classifier/Beethoven/Overture ''Leonore'' op138 n1.npy,572,366,,
Beethoven,HessA21 Bagatella,Dataset/classifier/Beethoven/HessA21 Bagatella.npy,47,30,,
Beethoven,"Sieben Bagatellen, C Major, Opus.33, No.2","Dataset/classifier/Beethoven/Sieben Bagatellen, C Major, Opus.33, No.2.npy",317,203,,
Beethoven,"Sonata, Opus.111 C minor No.2","Dataset/classifier/Beethoven/Sonata, Opus.111 C minor No.2.npy",389,249,,
Beethoven,Anhang 14-3,Dataset/classifier/Beethoven/Anhang 14-3.npy,192,123,,t
Beethoven,Bagatella Fur Elise,Dataset/classifier/Beethoven/Bagatella Fur Elise.npy,178,114,,
Beethoven,Bagatella op33 n4,Dataset/classifier/Beethoven/Bagatella op33 n4.npy,134,86,,
Beethoven,Sonatina n1 op05,Dataset/classifier/Beethoven/Sonatina n1 op05.npy,192,123,,
Beethoven,op119 Douze Bagatellas,Dataset/classifier/Beethoven/op119 Douze Bagatellas.npy,798,511,,t
Beethoven,Andante in F Major,Dataset/classifier/Beethoven/Andante in F Major.npy,348,223,,
Beethoven,Sketch for Piano Allegro Giocoso,Dataset/classifier/Beethoven/Sketch for Piano Allegro Giocoso.npy,26,17,,
Beethoven,Piano Concerto n1 op15 3mov,Dataset/classifier/Beethoven/Piano Concerto n1 op15 3mov.npy,929,595,,
Beethoven,Bagatella op33 n5,Dataset/classifier/Beethoven/Bagatella op33 n5.npy,150,96,,
Beethoven,Hess074 Bagatella,Dataset/classifier/Beethoven/Hess074 Bagatella.npy,39,25,,
Beethoven,WoO060 Mouvement Pour Piano,Dataset/classifier/Beethoven/WoO060 Mouvement Pour Piano.npy,61,39,,
Beethoven,WoO061 Mouvement Pour Piano,Dataset/classifier/Beethoven/WoO061 Mouvement Pour Piano.npy,75,48,,
Beethoven,Sonata op78 1st mov,Dataset/classifier/Beethoven/Sonata op78 1st mov.npy,229,147,,
Beethoven,"Sieben Bagatellen, in F Major, Opus.33, No.3","Dataset/classifier/Beethoven/Sieben Bagatellen, in F Major, Opus.33, No.3.npy",143,92,,
Beethoven,WoO048 Rondo,Dataset/classifier/Beethoven/WoO048 Rondo.npy,256,164,,
Beethoven,Anh08Nb1 Gavotte 4 hands,Dataset/classifier/Beethoven/Anh08Nb1 Gavotte 4 hands.npy,109,70,,t
Beethoven,Bagatella op33 n1,Dataset/classifier/Beethoven/Bagatella op33 n1.npy,187,120,,
Beethoven,Overture ''Egmont'',Dataset/classifier/Beethoven/Overture ''Egmont''.npy,703,450,,
Beethoven,WoO010 Six Menuets for Orchestra,Dataset/classifier/Beethoven/WoO010 Six Menuets for Orchestra.npy,640,410,,
Beethoven,Sechs Variationen,Dataset/classifier/Beethoven/Sechs Variationen.npy,261,167,,
Beethoven,String Quartet n1 op18 4mov,Dataset/classifier/Beethoven/String Quartet n1 op18 4mov.npy,598,383,,
Beethoven,Hess057 Bagatella,Dataset/classifier/Beethoven/Hess057 Bagatella.npy,61,39,,
Beethoven,Lieder op99 ''Der Mann Von Wort'',Dataset/classifier/Beethoven/Lieder op99 ''Der Mann Von Wort''.npy,75,48,,v
Beethoven,WoO081 Allemande,Dataset/classifier/Beethoven/WoO081 Allemande.npy,126,81,,
Beethoven,Overture ''Leonore'' n3 op72,Dataset/classifier/Beethoven/Overture ''Leonore'' n3 op72.npy,997,638,,
Beethoven,Op.51,Dataset/classifier/Beethoven/Op.51.npy,214,137,,
Beethoven,Lieder op48 n5 ''Gottes Macht Und Vorsehung'',Dataset/classifier/Beethoven/Lieder op48 n5 ''Gottes Macht Und Vorsehung''.npy,28,18,,t
Beethoven,"Piano Sonata No 28 in B flat -Hammerklavier- Op.106, 2nd Mov Scherzo","Dataset/classifier/Beethoven/Piano Sonata No 28 in B flat -Hammerklavier- Op.106, 2nd Mov Scherzo.npy",268,172,,
Beethoven,String Quartet n16 op135 3mov,Dataset/classifier/Beethoven/String Quartet n16 op135 3mov.npy,87,56,,
Beethoven,Piano Concerto n2 op19 2mov,Dataset/classifier/Beethoven/Piano Concerto n2 op19 2mov.npy,143,92,,
Beethoven,Piano Concerto n3 op37 2mov,Dataset/classifier/Beethoven/Piano Concerto n3 op37 2mov.npy,159,102,,v
Beethoven,Sonata No.14 Op 27 Sonata Quasi Una Fantasia,Dataset/classifier/Beethoven/Sonata No.14 Op 27 Sonata Quasi Una Fantasia.npy,220,141,,
Beethoven,String Quartet n1 op18 1mov,Dataset/classifier/Beethoven/String Quartet n1 op18 1mov.npy,673,431,,
Beethoven,Lieder op82 n1 ''Dimmi Den Mio Che Mi Ami'',Dataset/classifier/Beethoven/Lieder op82 n1 ''Dimmi Den Mio Che Mi Ami''.npy,73,47,,
Beethoven,Piano Sonatina No.2 Op 49,Dataset/classifier/Beethoven/Piano Sonatina No.2 Op 49.npy,212,136,,
Beethoven,Preludes 2 Through Major keys 39,Dataset/classifier/Beethoven/Preludes 2 Through Major keys 39.npy,318,204,,t
Beethoven,String Quartet n16 op135 4mov,Dataset/classifier/Beethoven/String Quartet n16 op135 4mov.npy,801,513,,
Beethoven,Hess073 Bagatella,Dataset/classifier/Beethoven/Hess073 Bagatella.npy,25,16,,
Beethoven,Hess063 keyb Kaplied,Dataset/classifier/Beethoven/Hess063 keyb Kaplied.npy,20,13,,
Beethoven,String Quartet n2 op18 n2 3mov,Dataset/classifier/Beethoven/String Quartet n2 op18 n2 3mov.npy,329,211,,
Beethoven,March No.3,Dataset/classifier/Beethoven/March No.3.npy,828,530,,
Beethoven,op077 Fantaisie,Dataset/classifier/Beethoven/op077 Fantaisie.npy,459,294,,
Beethoven,Piano Sonata No.27,Dataset/classifier/Beethoven/Piano Sonata No.27.npy,200,128,,
Beethoven,WoO086 Scotish,Dataset/classifier/Beethoven/WoO086 Scotish.npy,57,37,,
Beethoven,Sonatina op33 4mov,Dataset/classifier/Beethoven/Sonatina op33 4mov.npy,134,86,,
Beethoven,Sonata Presto,Dataset/classifier/Beethoven/Sonata Presto.npy,212,136,,
Beethoven,Seven Inversions of God Save the King,Dataset/classifier/Beethoven/Seven Inversions of God Save the King.npy,314,201,,
Beethoven,Violin Concerto op61 2-3movs,Dataset/classifier/Beethoven/Violin Concerto op61 2-3movs.npy,736,471,,
Beethoven,Rondo in B flat,Dataset/classifier/Beethoven/Rondo in B flat.npy,420,269,,t
Beethoven,"Sieben Bagatellen, in D Major, Opus.33, No.6","Dataset/classifier/Beethoven/Sieben Bagatellen, in D Major, Opus.33, No.6.npy",165,106,,
Beethoven,Anh06 Rondo,Dataset/classifier/Beethoven/Anh06 Rondo.npy,418,268,,
Beethoven,Bagatella op33 n2,Dataset/classifier/Beethoven/Bagatella op33 n2.npy,317,203,,
Beethoven,Overture ''Corolian'' op62,Dataset/classifier/Beethoven/Overture ''Corolian'' op62.npy,492,315,,
Beethoven,WoO082 Menuet,Dataset/classifier/Beethoven/WoO082 Menuet.npy,298,191,,
Beethoven,Piano Concerto n5 op73 1mov ''Emperor'',Dataset/classifier/Beethoven/Piano Concerto n5 op73 1mov ''Emperor''.npy,957,613,,t
Beethoven,Piano Sonatina in G Op79,Dataset/classifier/Beethoven/Piano Sonatina in G Op79.npy,850,544,,
Beethoven,Piano Concerto n2 op19 1mov,Dataset/classifier/Beethoven/Piano Concerto n2 op19 1mov.npy,756,484,,
Beethoven,Sonatina In C,Dataset/classifier/Beethoven/Sonatina In C.npy,407,261,,v
Beethoven,Piano Concerto n4 op58 3mov,Dataset/classifier/Beethoven/Piano Concerto n4 op58 3mov.npy,1020,653,,
Beethoven,Sketch for Piano Allegro,Dataset/classifier/Beethoven/Sketch for Piano Allegro.npy,20,13,,
Beethoven,Lieder op46 ''Adelaide'',Dataset/classifier/Beethoven/Lieder op46 ''Adelaide''.npy,289,185,,
Beethoven,Overture ''Creatures Of Prometeus'' op43,Dataset/classifier/Beethoven/Overture ''Creatures Of Prometeus'' op43.npy,442,283,,t
Beethoven,Lieder op48 n2 ''Die Liebe Des Nachsten'',Dataset/classifier/Beethoven/Lieder op48 n2 ''Die Liebe Des Nachsten''.npy,47,30,,
Beethoven,WoO083 Six Escotish Dances for Piano,Dataset/classifier/Beethoven/WoO083 Six Escotish Dances for Piano.npy,384,246,,
Beethoven,WoO061a Mouvement Pour Piano,Dataset/classifier/Beethoven/WoO061a Mouvement Pour Piano.npy,20,13,,
Beethoven,"Sieben Bagatellen, in A Major, Opus.33, No.4","Dataset/classifier/Beethoven/Sieben Bagatellen, in A Major, Opus.33, No.4.npy",134,86,,
Beethoven,Hess061 Anglaise,Dataset/classifier/Beethoven/Hess061 Anglaise.npy,53,34,,
Beethoven,Bagatella op33 n3,Dataset/classifier/Beethoven/Bagatella op33 n3.npy,143,92,,
Beethoven,"Sieben Bagatellen, in E flat Major, Opus.33, No.1","Dataset/classifier/Beethoven/Sieben Bagatellen, in E flat Major, Opus.33, No.1.npy",187,120,,
Beethoven,Sketch for Piano Alla Marcia,Dataset/classifier/Beethoven/Sketch for Piano Alla Marcia.npy,26,17,,
Beethoven,Sonata No.14 Op 27 Moonlight Sonata,Dataset/classifier/Beethoven/Sonata No.14 Op 27 Moonlight Sonata.npy,107,69,,t
Beethoven,Minuetto,Dataset/classifier/Beethoven/Minuetto.npy,51,33,,
Beethoven,Piano Concerto n3 op37 1mov,Dataset/classifier/Beethoven/Piano Concerto n3 op37 1mov.npy,848,543,,
Beethoven,String Quartet n2 op18 n2 4mov,Dataset/classifier/Beethoven/String Quartet n2 op18 n2 4mov.npy,673,431,,
Beethoven,Sonatina Fa maj woo,Dataset/classifier/Beethoven/Sonatina Fa maj woo.npy,476,305,,
Beethoven,Violin Concerto op61 1mov,Dataset/classifier/Beethoven/Violin Concerto op61 1mov.npy,947,606,,
Beethoven,"Rondo Opus.51, No.2","Dataset/classifier/Beethoven/Rondo Opus.51, No.2.npy",400,256,,
Beethoven,Piano Concerto n4 op58 1mov,Dataset/classifier/Beethoven/Piano Concerto n4 op58 1mov.npy,761,487,,v
Beethoven,Overture ''King Stephen'',Dataset/classifier/Beethoven/Overture ''King Stephen''.npy,817,523,,
Beethoven,Romance piano,Dataset/classifier/Beethoven/Romance piano.npy,162,104,,
Beethoven,Piano Concerto n1 op15 2mov,Dataset/classifier/Beethoven/Piano Concerto n1 op15 2mov.npy,186,119,,
Beethoven,op051 3 Rondos,Dataset/classifier/Beethoven/op051 3 Rondos.npy,623,399,,
Beethoven,Piano Sonata No2 Assai vivace,Dataset/classifier/Beethoven/Piano Sonata No2 Assai vivace.npy,268,172,,
Beethoven,"Sieben Bagatellen, in C Major, Opus.33, No.5","Dataset/classifier/Beethoven/Sieben Bagatellen, in C Major, Opus.33, No.5.npy",150,96,,
Beethoven,Op33 No.4,Dataset/classifier/Beethoven/Op33 No.4.npy,134,86,,
Beethoven,Bagatella op33 n6,Dataset/classifier/Beethoven/Bagatella op33 n6.npy,165,106,,
Beethoven,Overture ''Inauguration of the House'' op214,Dataset/classifier/Beethoven/Overture ''Inauguration of the House'' op214.npy,490,314,,t
Beethoven,"Sonata, Opus.111 C minor No.1","Dataset/classifier/Beethoven/Sonata, Opus.111 C minor No.1.npy",329,211,,
Beethoven,Lieder op48 n4 ''Die Ehre Gottes Aus Der Natur'',Dataset/classifier/Beethoven/Lieder op48 n4 ''Die Ehre Gottes Aus Der Natur''.npy,67,43,,
Beethoven,op126 Six Bagatellas,Dataset/classifier/Beethoven/op126 Six Bagatellas.npy,979,627,,
Beethoven,WoO049 Rondo,Dataset/classifier/Beethoven/WoO049 Rondo.npy,164,105,,
Beethoven,WoO051 Sonatina 1-2 movs,Dataset/classifier/Beethoven/WoO051 Sonatina 1-2 movs.npy,704,451,,
Beethoven,"Piano Concerto No5,Mov.3","Dataset/classifier/Beethoven/Piano Concerto No5,Mov.3.npy",675,432,,
Beethoven,"Rondo Opus.51, No.1","Dataset/classifier/Beethoven/Rondo Opus.51, No.1.npy",211,135,,
Beethoven,Piano Concerto n5 op73 2-3mov ''Emperor'',Dataset/classifier/Beethoven/Piano Concerto n5 op73 2-3mov ''Emperor''.npy,801,513,,t
Beethoven,Sketch for Piano Presto,Dataset/classifier/Beethoven/Sketch for Piano Presto.npy,59,38,,
Beethoven,Lieder op48 n1 ''Bitten'',Dataset/classifier/Beethoven/Lieder op48 n1 ''Bitten''.npy,72,46,,
Beethoven,Piano Concerto n2 op19 3mov,Dataset/classifier/Beethoven/Piano Concerto n2 op19 3mov.npy,511,327,,
Beethoven,Sonata in Bflat Major Op.106,Dataset/classifier/Beethoven/Sonata in Bflat Major Op.106.npy,267,171,,
Beethoven,Lieder op48 n3 ''Vom Tode'',Dataset/classifier/Beethoven/Lieder op48 n3 ''Vom Tode''.npy,76,49,,
Beethoven,Hess059 Exercizio Per Pianoforte,Dataset/classifier/Beethoven/Hess059 Exercizio Per Pianoforte.npy,64,41,,
Beethoven,"Piano Sonata No.27,  3rd mov","Dataset/classifier/Beethoven/Piano Sonata No.27,  3rd mov.npy",422,270,,
Beethoven,Lieder op48 n6 ''Busslied'',Dataset/classifier/Beethoven/Lieder op48 n6 ''Busslied''.npy,179,115,,
Beethoven,"Piano Concerto No5,Mov.1","Dataset/classifier/Beethoven/Piano Concerto No5,Mov.1.npy",959,614,,
Beethoven,Sketch for Piano Allegretto,Dataset/classifier/Beethoven/Sketch for Piano Allegretto.npy,51,33,,
Beethoven,WoO054 Lustig Traurig,Dataset/classifier/Beethoven/WoO054 Lustig Traurig.npy,118,76,,
Beethoven,String Quartet n16 op135 2mov,Dataset/classifier/Beethoven/String Quartet n16 op135 2mov.npy,584,374,,
Beethoven,String Quartet n2 op18 n2 1mov,Dataset/classifier/Beethoven/String Quartet n2 op18 n2 1mov.npy,523,335,,t
Beethoven,Piano Romance  No.50,Dataset/classifier/Beethoven/Piano Romance  No.50.npy,162,104,,
Beethoven,Overture ''Leonore'' n2 op72,Dataset/classifier/Beethoven/Overture ''Leonore'' n2 op72.npy,829,531,,
Beethoven,Sonatina WoO050,Dataset/classifier/Beethoven/Sonatina WoO050.npy,368,236,,
Beethoven,Rage over a lost pennny,Dataset/classifier/Beethoven/Rage over a lost pennny.npy,739,473,,
Beethoven,WoO056 Bagatella,Dataset/classifier/Beethoven/WoO056 Bagatella.npy,134,86,,
Beethoven,WoO055 Prelude,Dataset/classifier/Beethoven/WoO055 Prelude.npy,76,49,,
Beethoven,Sonata Opus.81a -Les Adieux- E flat No.2 & 3,Dataset/classifier/Beethoven/Sonata Opus.81a -Les Adieux- E flat No.2 & 3.npy,482,309,,
Beethoven,Fur Elise,Dataset/classifier/Beethoven/Fur Elise.npy,198,127,,
Beethoven,Piano Concerto n4 op58 2mov,Dataset/classifier/Beethoven/Piano Concerto n4 op58 2mov.npy,122,78,,
Beethoven,String Quartet n1 op18 3mov,Dataset/classifier/Beethoven/String Quartet n1 op18 3mov.npy,520,333,,
Beethoven,op089 Polonaise,Dataset/classifier/Beethoven/op089 Polonaise.npy,270,173,,
Beethoven,String Quartet n16 op135 1mov,Dataset/classifier/Beethoven/String Quartet n16 op135 1mov.npy,306,196,,
Beethoven,String Quartet n1 op18 2mov,Dataset/classifier/Beethoven/String Quartet n1 op18 2mov.npy,173,111,,
Beethoven,Sonata Opus.81a -Les Adieux- E flat No.1,Dataset/classifier/Beethoven/Sonata Opus.81a -Les Adieux- E flat No.1.npy,481,308,,
Beethoven,Piano Concerto n1 op15 1mov,Dataset/classifier/Beethoven/Piano Concerto n1 op15 1mov.npy,801,513,,
Beethoven,Piano Sonata n21 3mov ''Waldstein'',Dataset/classifier/Beethoven/Piano Sonatas/Piano Sonata n21 3mov ''Waldstein''.npy,848,543,,
Beethoven,Piano Sonata n03,Dataset/classifier/Beethoven/Piano Sonatas/Piano Sonata n03.npy,1378,882,,
Beethoven,Piano Sonata n10 2mov,Dataset/classifier/Beethoven/Piano Sonatas/Piano Sonata n10 2mov.npy,215,138,,
Beethoven,Piano sonata n26 ''Les Adieux'',Dataset/classifier/Beethoven/Piano Sonatas/Piano sonata n26 ''Les Adieux''.npy,773,495,,
Beethoven,Piano Sonata n14 op27 1mov ''Moonlight'',Dataset/classifier/Beethoven/Piano Sonatas/Piano Sonata n14 op27 1mov ''Moonlight''.npy,107,69,,t
